City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
1337610,Thinadhoo,MV,0.5333,72.9333,83.25,69,98,15.64
6185377,Yellowknife,CA,62.456,-114.3525,24.67,100,90,4.61
4035715,Avarua,CK,-21.2078,-159.775,73.45,73,20,6.91
2138285,Tadine,NC,-21.55,167.8833,71.82,66,19,5.93
5848280,Kapaa,US,22.0752,-159.319,73.58,78,1,1.01
4030556,Rikitea,PF,-23.1203,-134.9692,75.16,76,100,10.96
964432,Port Alfred,ZA,-33.5906,26.891,62.37,91,100,13.44
967106,Oudtshoorn,ZA,-33.5907,22.2014,55.35,90,100,4.27
6170031,Tuktoyaktuk,CA,69.4541,-133.0374,11.8,96,81,4.97
3874787,Punta Arenas,CL,-53.15,-70.9167,44.71,70,75,17.27
5106841,Albany,US,42.6001,-73.9662,34.79,79,0,4.7
4020109,Atuona,PF,-9.8,-139.0333,78.04,74,11,16.11
3351014,Camacupa,AO,-12.0167,17.4833,86.63,37,99,1.81
6201424,Mataura,NZ,-46.1927,168.8643,60.48,73,100,1.3
2641598,Newport,GB,51.5877,-2.9984,48.02,91,100,5.66
1015776,Bredasdorp,ZA,-34.5322,20.0403,66.27,49,38,12.41
2218840,Bani Walid,LY,31.7566,13.9942,83.03,19,77,12.01
5282297,Bethel,US,41.3712,-73.414,40.78,71,88,4.9
3893726,Constitución,CL,-35.3333,-72.4167,53.94,79,7,7.29
2316259,Bulungu,CD,-4.55,18.6,87.64,56,99,2.86
6096551,Pangnirtung,CA,66.1451,-65.7125,6.37,74,15,6.6
3369157,Cape Town,ZA,-33.9258,18.4232,68.52,55,68,5.01
3430863,Mar del Plata,AR,-38.0023,-57.5575,58.08,100,59,4.0
1214488,Meulaboh,ID,4.1363,96.1285,74.93,93,100,4.32
2206939,Bluff,NZ,-46.6,168.3333,60.8,83,100,8.03
3137469,Sørland,NO,67.667,12.6934,39.06,59,92,12.24
3946985,Ayaviri,PE,-14.8864,-70.5889,44.4,70,100,1.43
5122534,Jamestown,US,42.097,-79.2353,41.7,87,1,3.44
1006984,East London,ZA,-33.0153,27.9116,63.18,95,100,10.69
162158,Baharly,TM,38.4362,57.4316,57.36,30,0,6.85
3424607,Tasiilaq,GL,65.6145,-37.6368,24.96,68,100,7.99
6167817,Torbay,CA,47.6666,-52.7314,44.26,85,54,9.57
3491161,Bull Savanna,JM,17.8868,-77.5902,73.47,85,94,4.21
2629833,Husavik,IS,66.0449,-17.3389,34.48,86,96,11.39
3893629,Coquimbo,CL,-29.9533,-71.3436,55.13,87,90,5.75
4032243,Vaini,TO,-21.2,-175.2,77.16,94,75,6.91
3671519,Puerto Carreño,CO,6.189,-67.4859,76.64,83,93,3.24
5855927,Hilo,US,19.7297,-155.09,70.81,86,90,5.75
2022572,Khatanga,RU,71.9667,102.5,-0.02,97,100,6.69
2092164,Lorengau,PG,-2.0226,147.2712,82.51,79,31,12.57
3883457,Lebu,CL,-37.6167,-73.65,51.31,95,41,9.48
2075265,Busselton,AU,-33.65,115.3333,62.04,62,92,18.84
3662927,Pauini,BR,-7.7136,-66.9764,70.66,96,96,1.41
2311127,Tshela,CD,-4.9833,12.9333,87.75,59,84,2.8
3833367,Ushuaia,AR,-54.8,-68.3,40.05,88,69,4.16
2016680,Shirokiy,RU,49.758,129.523,22.84,69,100,12.08
905789,Mpongwe,ZM,-13.5091,28.155,96.49,14,6,5.73
365763,Tonj,SS,7.2737,28.6822,97.27,32,41,3.53
3356832,Henties Bay,NA,-22.116,14.2845,63.86,64,8,14.88
3372707,Ribeira Grande,PT,38.5167,-28.7,70.2,94,75,19.57
6165406,Thompson,CA,55.7435,-97.8558,28.06,93,52,4.43
3664525,Codajás,BR,-3.8367,-62.0569,73.2,98,100,2.37
538049,Kuybyshevskiy Zaton,RU,55.1593,49.1701,41.58,79,100,19.46
4726521,San Patricio,US,28.017,-97.5169,62.83,78,0,5.32
5924351,Clyde River,CA,70.4692,-68.5914,9.81,87,30,11.25
890516,Gwanda,ZW,-20.9333,29.0,101.55,12,14,7.11
110690,Faya,SA,18.3851,42.4509,70.32,34,1,10.45
3373652,Oistins,BB,13.0667,-59.5333,78.89,78,20,13.8
2173323,Bundaberg,AU,-24.85,152.35,77.22,91,90,3.0
932987,Tsabong,BW,-26.0217,22.401,75.15,20,74,23.2
2360372,Gorom-Gorom,BF,14.4439,-0.2361,97.03,9,31,6.11
2173125,Burnie,AU,-41.0667,145.9167,54.16,68,4,10.76
259718,Glossa,GR,35.4717,23.7763,71.1,54,94,3.18
2281951,Sassandra,CI,4.95,-6.0833,84.36,70,58,2.73
6089245,Norman Wells,CA,65.282,-126.8329,4.05,94,100,6.87
3557689,Guantánamo,CU,20.1444,-75.2092,73.47,95,79,4.7
4031574,Provideniya,RU,64.3833,-173.3,12.43,93,68,6.64
1811200,Fengxian,CN,34.7039,116.5872,39.97,54,0,3.94
3831208,Qaanaaq,GL,77.484,-69.3632,1.06,64,10,7.87
2448083,Agadez,NE,19.75,10.25,86.7,9,42,3.29
4278890,Salina,US,38.8403,-97.6114,51.15,87,1,4.61
2059470,Victor Harbor,AU,-35.5667,138.6167,58.03,69,20,5.68
2270385,Camacha,PT,33.0833,-16.3333,65.61,60,40,10.36
1490256,Talnakh,RU,69.4865,88.3972,3.65,99,100,5.08
2126123,Chokurdakh,RU,70.6333,147.9167,-17.39,95,57,5.95
5880054,Barrow,US,71.2906,-156.7887,21.22,73,20,11.5
1052373,Beira,MZ,-19.8436,34.8389,86.09,66,20,16.11
3443061,Chui,UY,-33.6971,-53.4616,56.03,80,1,2.93
5357155,Hillsborough,US,37.5741,-122.3794,49.19,80,40,4.61
3868707,Valdivia,CL,-39.8142,-73.2459,50.09,100,41,2.08
1650319,Bangil,ID,-7.5994,112.8186,87.78,74,100,1.52
2015306,Tiksi,RU,71.6872,128.8694,15.17,77,100,21.97
3423146,Ilulissat,GL,69.2167,-51.1,12.22,48,0,6.91
4031637,Lavrentiya,RU,65.5833,-171.0,9.32,93,10,6.58
546105,Nikolskoye,RU,59.7035,30.7861,35.2,96,100,15.35
6078372,Moose Factory,CA,51.2585,-80.6094,42.69,92,100,3.98
5895424,Bay Roberts,CA,47.5999,-53.2648,43.09,89,55,3.0
2018735,Nyurba,RU,63.2842,118.3319,25.47,95,99,8.12
1507390,Dikson,RU,73.5069,80.5464,-2.38,100,82,6.8
361058,Alexandria,EG,31.2156,29.9553,78.76,51,21,10.89
4032369,Pangai,TO,-19.8,-174.35,77.85,85,100,16.96
134602,Fereydūnkenār,IR,36.6864,52.5225,59.9,61,0,3.89
2527087,Tiznit Province,MA,29.5833,-9.5,64.71,22,0,1.21
5866583,Saint Paul Harbor,US,57.79,-152.4072,31.93,89,100,12.24
1061335,Mananjary,MG,-21.2167,48.3333,82.44,65,57,11.43
2121385,Severo-Kuril'sk,RU,50.6789,156.125,36.39,65,90,24.45
2110227,Butaritari,KI,3.0707,172.7902,82.04,73,70,11.56
1863521,Gōtsuchō,JP,35.0,132.2167,61.99,96,100,15.99
1507116,Dudinka,RU,69.4058,86.1778,-4.67,100,91,3.83
3761194,Miraflores,MX,19.2167,-98.8083,45.25,89,22,2.21
3887344,Illapel,CL,-31.6308,-71.1653,60.46,62,0,1.3
3374210,São Filipe,CV,14.8961,-24.4956,77.85,73,95,8.61
3392095,Pimenteiras,BR,-6.2453,-41.4192,78.37,75,90,2.15
2381334,Atar,MR,20.5169,-13.0499,78.15,21,99,8.75
3985710,Cabo San Lucas,MX,22.8909,-109.9124,79.52,47,80,12.17
2013279,Vostok,RU,46.4856,135.8833,34.12,81,100,5.21
2738381,Lata,PT,40.1629,-8.3327,56.95,57,11,4.61
2654970,Brae,GB,60.3964,-1.353,48.11,69,100,16.84
2178753,Kirakira,SB,-10.4544,161.9205,80.56,82,3,7.07
2565341,Delta,NG,5.5,6.0,89.85,61,100,1.99
3646767,Caraballeda,VE,10.6112,-66.8522,78.87,73,40,6.91
6113406,Prince Rupert,CA,54.3161,-130.3201,38.25,85,100,8.37
1068971,Antsohihy,MG,-14.8796,47.9875,101.26,24,85,3.02
2186111,Ngunguru,NZ,-35.6167,174.5,60.17,88,17,5.06
935215,Saint-Philippe,RE,-21.3585,55.7679,81.16,81,50,9.46
2331140,Makurdi,NG,7.7411,8.5121,89.08,57,81,4.47
2122614,Okha,RU,53.5739,142.9478,28.33,70,85,16.35
2163355,Hobart,AU,-42.8794,147.3294,55.27,74,20,1.99
6111862,Port Hardy,CA,50.6996,-127.4199,35.78,93,75,3.44
235826,Zemio,CF,5.0314,25.1361,90.16,50,74,2.01
1489401,Toora-Khem,RU,52.4675,96.11,16.72,82,54,0.25
2028164,Deputatsky,RU,69.3,139.9,-18.58,84,45,2.1
1267390,Kavaratti,IN,10.5669,72.642,82.15,74,40,6.58
3840092,Puerto Madryn,AR,-42.7692,-65.0385,58.86,58,63,9.24
3899695,Ancud,CL,-41.8697,-73.8203,47.73,95,99,4.63
3687238,Cartagena,CO,10.3997,-75.5144,82.02,89,75,4.61
1082243,Ambilobe,MG,-13.2,49.05,98.08,31,65,8.77
6179652,Weyburn,CA,49.6668,-103.8511,35.49,44,0,9.71
1798654,Pingxiang,CN,27.6167,113.85,48.87,57,2,0.78
3943957,Chilca,PE,-12.5211,-76.7372,63.16,89,100,3.04
3115824,Muros,ES,42.7762,-9.0603,60.67,83,82,8.23
3401148,Cururupu,BR,-1.8283,-44.8683,78.91,83,74,3.33
1649150,Bengkulu,ID,-3.8004,102.2655,81.68,83,84,14.29
1497917,Nefteyugansk,RU,61.0998,72.6035,34.05,98,100,14.94
1529651,Altay,CN,47.8667,88.1167,23.58,58,0,5.41
3567834,Baracoa,CU,20.3467,-74.4958,75.16,91,64,5.03
2025456,Chernyshevskiy,RU,63.0128,112.4714,23.85,93,100,10.74
2071860,Esperance,AU,-33.8667,121.9,59.81,70,100,17.94
3576994,Cockburn Town,TC,21.4612,-71.1419,81.59,69,66,2.84
2017155,Saskylakh,RU,71.9167,114.0833,9.52,94,64,6.69
2168305,Dubbo,AU,-32.25,148.6167,66.33,45,75,8.05
5788054,Bremerton,US,47.5673,-122.6326,42.55,86,90,4.0
2121025,Srednekolymsk,RU,67.45,153.6833,-5.49,100,99,3.51
3336897,La Rioja,ES,42.25,-2.5,49.78,75,99,10.58
1282256,Hithadhoo,MV,-0.6,73.0833,82.67,69,98,14.41
477940,Ust-Tsilma,RU,65.441,52.1498,24.94,86,51,4.81
364027,Wagar,SD,16.1525,36.2032,95.52,25,3,2.91
640276,Raahe,FI,64.6833,24.4833,28.0,59,5,8.37
2314705,Kikwit,CD,-5.041,18.8162,88.9,54,100,1.61
2013727,Vanavara,RU,60.34,102.2797,29.46,88,100,12.48
2036933,Helong,CN,42.5397,128.9972,42.04,87,100,8.05
5859699,College,US,64.8569,-147.8028,19.94,88,90,3.44
1819729,Hong Kong,HK,22.2855,114.1577,67.32,52,2,1.99
1489853,Tazovsky,RU,67.4667,78.7,4.78,95,96,7.99
2027044,Batagay,RU,67.6333,134.6333,-9.09,84,100,5.79
1735106,George Town,MY,5.4112,100.3354,83.1,81,20,3.0
3372783,Ponta Delgada,PT,37.7333,-25.6667,70.52,78,20,9.22
2396518,Port-Gentil,GA,-0.7193,8.7815,82.36,78,40,11.5
2112309,Katsuura,JP,35.1333,140.3,63.97,73,33,17.16
372884,Kapoeta,SS,4.7717,33.5903,91.54,33,91,15.7
2126785,Belaya Gora,RU,68.5333,146.4167,-16.8,99,12,2.91
3141982,Rena,NO,61.1348,11.3641,31.82,82,76,3.4
5983720,Iqaluit,CA,63.7506,-68.5145,5.7,77,1,10.0
3667202,Tibú,CO,8.639,-72.7358,71.22,99,96,1.41
3839982,Punta Alta,AR,-38.8759,-62.0736,60.06,60,6,5.53
2666218,Uppsala County,SE,60.0,17.75,32.05,94,75,13.8
296852,Erzin,TR,36.9559,36.2,75.92,23,62,3.56
964420,Port Elizabeth,ZA,-33.918,25.5701,59.29,94,90,9.22
3126369,Carballo,ES,43.213,-8.691,56.98,95,96,5.37
5850554,Makakilo City,US,21.3469,-158.0858,72.66,70,20,0.0
1635164,Mlonggo,ID,-6.5333,110.7,85.89,73,100,6.58
3471377,Assaí,BR,-23.3733,-50.8414,69.66,87,11,7.07
57000,Hobyo,SO,5.3505,48.5268,84.25,57,66,13.49
1650434,Bambanglipuro,ID,-7.95,110.2833,80.49,82,100,3.96
5367788,Lompoc,US,34.6391,-120.4579,50.04,81,1,0.0
5914894,Canmore,CA,51.0834,-115.3521,27.23,86,56,5.75
2177069,Ballina,AU,-28.8667,153.5667,66.74,94,69,9.15
1326105,Falam,MM,22.9167,93.6833,67.89,67,58,2.84
2013921,Ust-Kuyga,RU,70.0167,135.6,-6.68,80,100,10.4
934479,Grand Gaube,MU,-20.0064,57.6608,74.37,88,16,5.01
5225507,Warwick,US,41.7001,-71.4162,39.97,83,1,4.61
4705086,Lamar,US,33.6668,-95.5836,46.26,92,1,5.75
4036284,Alofi,NU,-19.0595,-169.9187,75.09,88,90,8.05
1507379,Divnogorsk,RU,55.9594,92.3619,41.49,59,98,16.02
1563281,Tuy Hoa,VN,13.0833,109.3,77.47,91,42,10.29
708613,Hołoby,UA,51.0865,25.0077,47.05,67,98,14.09
2409914,Bonthe,SL,7.5264,-12.505,83.26,72,12,0.56
108410,Riyadh,SA,24.6877,46.7219,84.34,17,6,1.7
286621,Salalah,OM,17.0151,54.0924,86.09,58,20,10.36
3366880,Hermanus,ZA,-34.4187,19.2345,66.79,60,83,8.48
2729907,Longyearbyen,SJ,78.2186,15.6401,12.04,79,75,3.44
1295765,Sittwe,MM,20.15,92.9,82.29,72,29,10.04
5870133,Nome,US,64.5011,-165.4064,17.67,73,40,4.61
7671223,Kloulklubed,PW,7.0419,134.2556,82.9,73,100,16.28
3456146,Nova Londrina,BR,-22.7658,-52.985,72.14,90,36,7.72
2264557,Ponta do Sol,PT,32.6667,-17.1,68.4,59,5,3.62
777019,Vardø,NO,70.3705,31.1107,30.18,55,40,20.71
2077895,Alice Springs,AU,-23.7,133.8833,67.21,85,99,5.75
1268814,Joshīmath,IN,30.5667,79.5667,63.7,27,0,4.79
5703673,Elko,US,41.0002,-115.5012,31.64,75,3,4.0
1708485,Kulaman,PH,6.4594,124.0892,82.18,81,24,1.54
2460954,Araouane,ML,18.9048,-3.5265,85.03,15,66,11.59
5044290,Saint Anthony,US,45.0205,-93.218,44.83,94,1,1.99
1510842,Barsovo,RU,61.1667,73.1667,33.93,98,100,13.73
5526337,Midland,US,31.9974,-102.0779,53.19,71,1,9.22
1651461,Amuntai,ID,-2.4177,115.2494,76.82,91,100,2.46
569318,Cheremshan,RU,54.6667,51.5,41.56,73,99,16.13
1855342,Nishihara,JP,26.1842,127.7558,69.08,88,75,27.63
3932145,Pisco,PE,-13.7,-76.2167,64.45,82,90,4.61
3461425,Ilhabela,BR,-23.7781,-45.3581,70.18,74,22,1.16
3483393,Ciudad Gustavo Díaz Ordaz,MX,26.2333,-98.5833,62.89,90,1,6.93
3466704,Castro,BR,-24.7911,-50.0119,59.88,93,100,5.14
650769,Kristinestad,FI,62.2743,21.376,32.74,61,4,9.35
889942,Hwange,ZW,-18.3693,26.5019,102.31,13,10,4.41
1150965,Ranong,TH,9.9658,98.6348,83.14,75,89,7.11
4034551,Faanui,PF,-16.4833,-151.75,79.09,74,7,9.8
3381041,Mana,GF,5.6592,-53.7767,78.26,85,100,9.19
3988392,Rosarito,MX,32.3333,-117.0333,57.33,86,3,2.15
3374083,Bathsheba,BB,13.2167,-59.5167,79.41,78,20,13.8
5882953,Aklavik,CA,68.2191,-135.0107,16.63,96,100,7.43
485660,Tsimmerbude,RU,54.675,20.1347,48.25,66,99,13.8
1831112,Kampot,KH,10.6167,104.1833,82.45,85,99,8.48
3448903,São João da Barra,BR,-21.6403,-41.0511,73.49,78,98,5.03
5391295,Salinas,US,36.6777,-121.6555,47.39,73,1,8.05
2074865,Carnarvon,AU,-24.8667,113.6333,68.07,64,43,21.85
2445704,Diffa,NE,13.3154,12.6113,94.42,13,4,13.31
1106677,Bambous Virieux,MU,-20.3428,57.7575,79.05,78,75,11.5
652977,Keuruu,FI,62.2667,24.7,29.98,65,7,8.68
528278,Mayna,RU,54.1135,47.6231,43.72,76,99,15.35
2127202,Anadyr,RU,64.75,177.4833,25.3,93,40,6.71
1516048,Khovd,MN,48.0056,91.6419,23.7,43,0,2.77
3421719,Narsaq,GL,60.9167,-46.05,30.42,84,99,4.41
465543,Zainsk,RU,55.3195,52.0694,43.79,71,100,16.06
5167350,Powell,US,40.1578,-83.0752,37.47,90,1,0.0
934322,Mahébourg,MU,-20.4081,57.7,79.09,78,75,11.5
1254794,Tekkali,IN,18.6167,84.2333,79.29,61,95,7.58
5847411,Kahului,US,20.8947,-156.47,72.82,77,20,12.66
1495022,Petukhovo,RU,55.0692,67.9019,38.41,70,87,13.51
236844,Ouango,CF,4.3133,22.5552,76.93,82,98,0.6
2240449,Luanda,AO,-8.8368,13.2343,82.4,69,40,8.05
3652764,Puerto Ayora,EC,-0.7393,-90.3518,67.87,84,12,7.9
3466165,Cidreira,BR,-30.1811,-50.2056,64.29,68,0,1.77
2022083,Alekseyevsk,RU,57.8406,108.3492,32.59,96,100,12.41
2165087,Gold Coast,AU,-28.0,153.4333,71.65,94,73,5.75
5546220,Saint George,US,37.1041,-113.5841,55.08,39,1,5.75
10722858,Forsytheganj,BY,52.6333,29.7333,47.59,69,55,18.03
3372472,Vila Franca do Campo,PT,37.7167,-25.4333,71.2,79,5,10.31
3471451,Arraial do Cabo,BR,-22.9661,-42.0278,75.06,69,75,0.0
1528998,Yumen,CN,40.2833,97.2,23.31,46,0,8.7
2097418,Finschhafen,PG,-6.6024,147.8681,80.58,79,94,2.73
1488903,Turukhansk,RU,65.8167,87.9833,32.36,98,100,17.4
2165478,Gladstone,AU,-23.85,151.25,76.93,83,90,5.75
2012530,Zhigansk,RU,66.7697,123.3711,7.92,94,100,25.55
674841,Leşu,RO,47.3167,24.75,49.75,93,100,3.44
5095779,Bloomfield,US,40.8068,-74.1854,44.24,67,1,1.01
5778755,Murray,US,40.6669,-111.888,40.66,85,1,1.01
1490805,Strelka,RU,58.0728,93.0344,32.7,71,100,12.53
4031742,Egvekinot,RU,66.3167,-179.1667,-0.8,86,99,1.28
2126199,Cherskiy,RU,68.75,161.3,5.04,96,91,6.29
3904906,Santa Cruz de la Sierra,BO,-17.8,-63.1667,69.85,83,75,9.22
4021858,Guerrero Negro,MX,27.9769,-114.0611,63.25,89,100,6.53
3674702,Miranda,CO,3.2499,-76.2281,66.33,89,100,4.36
3418910,Upernavik,GL,72.7868,-56.1549,7.97,72,1,5.1
3381538,Grand-Santi,GF,4.25,-54.3833,71.91,99,95,1.66
2712414,Gävle,SE,60.6745,17.1417,32.92,90,92,5.01
3398014,Irituia,BR,-1.7711,-47.4381,76.14,90,13,2.73
3628473,San Cristobal,VE,7.7669,-72.225,68.18,87,100,1.52
5962442,Goderich,CA,43.7501,-81.7165,46.58,87,9,6.91
3356264,Keetmanshoop,NA,-26.5833,18.1333,63.52,36,20,14.38
3441273,Paso de los Toros,UY,-32.8167,-56.5167,55.74,85,38,3.76
2120769,Talaya,RU,61.3833,152.75,0.01,99,100,3.62
556268,Ostrovnoy,RU,68.0531,39.5131,24.48,89,99,16.2
3839307,Rawson,AR,-43.3002,-65.1023,56.88,68,91,9.37
2381972,Adrar,MR,20.5022,-10.0711,77.36,16,99,10.58
2330100,Minna,NG,9.6139,6.5569,90.68,41,78,0.4
2025286,Chuguyevka,RU,44.1653,133.8633,44.42,78,100,19.35
4149959,Cape Canaveral,US,28.4058,-80.6048,56.5,85,1,12.66
2742416,Barcelos,PT,41.5388,-8.6151,55.96,51,55,2.84
3899539,Antofagasta,CL,-23.65,-70.4,60.08,80,55,3.4
2126710,Beringovskiy,RU,63.05,179.3167,14.25,94,96,4.32
2180815,Tuatapere,NZ,-46.1333,167.6833,60.82,79,100,2.77
3445026,Vila Velha,BR,-20.3297,-40.2925,72.95,84,90,0.0
2184707,Wanaka,NZ,-44.7,169.15,56.75,80,97,5.1
1792621,Tongling,CN,30.95,117.7833,44.44,51,0,4.85
2022317,Dormidontovka,RU,47.7702,134.9076,29.95,42,100,11.68
778707,Mehamn,NO,71.0357,27.8492,30.11,69,100,14.5
3447928,Seabra,BR,-12.4186,-41.7703,66.96,95,100,2.21
2208248,Kaitangata,NZ,-46.2817,169.8464,53.22,97,99,3.98
60019,Eyl,SO,7.9803,49.8164,84.29,51,65,18.12
2194098,Ahipara,NZ,-35.1667,173.1667,58.93,94,32,2.39
3414079,Olafsvik,IS,64.8945,-23.7142,42.75,86,100,19.84
3528975,El Espinal,MX,16.3333,-94.0667,64.22,75,67,9.84
1045114,Inhambane,MZ,-23.865,35.3833,87.78,58,0,13.8
5530022,San Angelo,US,31.4638,-100.437,52.83,79,1,5.75
1162862,Uthal,PK,25.8072,66.6219,93.56,11,0,3.33
3393471,Oriximiná,BR,-1.7656,-55.8661,74.53,92,83,3.6
1259110,Qādiān,IN,31.8178,75.3919,82.08,21,0,7.83
2640006,Portree,GB,57.4129,-6.1942,50.52,95,100,13.69
2142316,Yeppoon,AU,-23.1333,150.7333,74.98,93,93,4.79
1701054,Marawi,PH,7.9986,124.2928,75.65,96,48,2.62
2160735,Lakes Entrance,AU,-37.8811,147.981,54.16,77,100,2.04
3157679,Fevik,NO,58.3794,8.6766,40.77,91,100,8.5
293842,Kiryat Gat,IL,31.61,34.7642,84.87,16,6,3.24
544084,Koslan,RU,63.4564,48.8989,28.22,80,59,3.24
3361934,Saldanha,ZA,-33.0117,17.9442,63.28,59,15,17.74
1215350,Bireun,ID,5.203,96.7009,81.05,81,100,4.36
3580477,West Bay,KY,19.3667,-81.4167,78.03,71,82,1.99
3451138,Rio Grande,BR,-32.035,-52.0986,57.94,76,4,4.18
3658666,Cuenca,EC,-2.8833,-78.9833,53.73,100,80,3.44
3382226,Camopi,GF,3.1655,-52.3158,72.36,99,91,1.3
3994469,Ojinaga,MX,29.5667,-104.4167,65.35,45,1,11.5
3355672,Lüderitz,NA,-26.6481,15.1594,68.9,53,0,21.72
2396853,Omboué,GA,-1.5746,9.2618,77.23,91,100,6.49
331259,Mēga,ET,4.05,38.3,70.54,56,75,12.37
3393922,Nísia Floresta,BR,-6.0911,-35.2086,82.78,68,22,7.54
3665202,Aripuanã,BR,-9.1667,-60.6333,71.71,99,100,2.37
3141667,Roald,NO,62.5833,6.1333,39.96,70,0,10.36
4033543,Teahupoo,PF,-17.8333,-149.2667,69.76,78,41,3.56
5779548,Payson,US,40.0444,-111.7321,40.51,82,90,10.36
4135840,West Helena,US,34.5507,-90.6418,40.68,70,0,4.47
2156643,Mount Gambier,AU,-37.8333,140.7667,48.15,86,20,3.71
103630,Najrān,SA,17.4924,44.1277,83.05,14,0,12.35
136014,Gachsaran,IR,30.3586,50.7981,71.69,35,40,6.91
2132606,Samarai,PG,-10.6167,150.6667,83.53,79,10,14.94
3662762,Porto Velho,BR,-8.7619,-63.9039,75.25,94,75,4.61
2094342,Kavieng,PG,-2.5744,150.7967,83.66,69,55,15.12
3879429,Monte Patria,CL,-30.6919,-70.9467,62.13,50,0,0.54
2030065,Mandalgovi,MN,45.7625,106.2708,21.33,64,11,9.6
2171465,Clarence Town,AU,-32.5833,151.7833,65.1,97,28,3.0
